plan_id,forecast_period,location,daily_budget_uah,clicks,impressions,cost_uah,ctr,avg_cpc_uah,modelled_conversion_rate,modelled_conversions,modelled_cpa_uah,source_file,status,notes
FP-ADS-RESEARCH-03-MENUS-UA,2026-08,Ukraine,60.00,17.89,257.33,919.67,7%,51.42,1.4%,0,3700.00,03-menus-forecast.csv,captured-model-rounded,Google Keyword Planner model; not actual ForPrint performance and not a budget approval.
