plan_id,forecast_period,location,daily_budget_uah,clicks,impressions,cost_uah,ctr,avg_cpc_uah,modelled_conversion_rate,modelled_conversions,modelled_cpa_uah,source_file,status,notes
FP-ADS-RESEARCH-07-BOOKLETS-CATALOGS-UA,2026-09,Ukraine,60.00,83.24,2097.89,1800.00,4%,21.62,5.83%,5,370.00,07-booklets-catalogs-forecast.csv,captured,Google Keyword Planner model; not actual ForPrint performance and not a budget approval.
