plan_id,forecast_period,location,daily_budget_uah,clicks,impressions,cost_uah,ctr,avg_cpc_uah,modelled_conversion_rate,modelled_conversions,modelled_cpa_uah,source_file,status,notes
FP-ADS-RESEARCH-04-LABELS-STICKERS-UA-CLEAN,2026-09,Ukraine,60.00,241.80,5269.60,1800.00,4.6%,7.44,5.09%,12,150.00,04-labels-stickers-forecast.csv,captured,Google Keyword Planner model; not actual ForPrint performance and not a budget approval.
