plan_id,forecast_period,location,daily_budget_uah,clicks,impressions,cost_uah,ctr,avg_cpc_uah,modelled_conversion_rate,modelled_conversions,modelled_cpa_uah,source_file,status,notes
FP-ADS-RESEARCH-02-WINDOW-BRANDING-KYIV,,Kyiv,,,,,,,,,,,not-captured-after-kyiv-correction,Google Keyword Planner model; not actual ForPrint performance and not a budget approval.
