plan_id,forecast_period,location,daily_budget_uah,clicks,impressions,cost_uah,ctr,avg_cpc_uah,modelled_conversion_rate,modelled_conversions,modelled_cpa_uah,source_file,status,notes
FP-ADS-RESEARCH-05-SIGNS-LIGHTBOXES-KYIV,2026-09,Kyiv,60.00,55.99,1147.15,1800.00,4.9%,32.15,5.21%,3,620.00,05-signs-lightboxes-forecast.csv,captured,Google Keyword Planner model; not actual ForPrint performance and not a budget approval.
